QuestionID,Question,SentenceID,Sentence,Label
Q12370,when did world war 2 end,S12370,"Following the Molotov–Ribbentrop Pact , Germany and the Soviet Union partitioned and annexed territories between themselves of their European neighbours, including Poland .",0
Q12371,when did world war 2 end,S12371,"The United Kingdom and the other members of the British Commonwealth were the only major Allied forces continuing the fight against the Axis, with battles taking place in North Africa as well as the long-running Battle of the Atlantic .",0
Q12372,when did world war 2 end,S12372,"In June 1941, the European Axis launched an invasion of the Soviet Union , giving a start to the largest land theatre of war in history , which tied down the major part of the Axis' military forces for the rest of the war.",0
Q12373,when did world war 2 end,S12373,"In December 1941, Japan joined the Axis, attacked the United States and European territories in the Pacific Ocean , and quickly conquered much of the Western Pacific.",0
Q12374,when did world war 2 end,S12374,"The Axis advance was stopped in 1942, after Japan lost a series of naval battles and European Axis troops were defeated in North Africa and, decisively, at Stalingrad .",0
Q12375,when did world war 2 end,S12375,"In 1943, with a series of German defeats in Eastern Europe , the Allied invasion of Italy, and American victories in the Pacific, the Axis lost the initiative and undertook strategic retreat on all fronts.",0
Q12376,when did world war 2 end,S12376,"In 1944, the Western Allies invaded France , while the Soviet Union regained all of its territorial losses and invaded Germany and its allies.",0
Q12377,when did world war 2 end,S12377,During 1944 and 1945 the United States defeated the Japanese Navy and captured key Western Pacific islands.,0
Q12378,when did world war 2 end,S12378,The war in Europe ended with the capture of Berlin by Soviet and Polish troops and the subsequent German unconditional surrender on 8 May 1945 .,0
Q12379,when did world war 2 end,S12379,"Following the Potsdam Declaration by the Allies on 26 July 1945, the United States dropped atomic bombs on the Japanese cities of Hiroshima on 6 August, and Nagasaki on 9 August.",0
Q12380,when did world war 2 end,S12380,"With an invasion of the Japanese archipelago imminent, and the Soviet Union having declared war on Japan by invading Manchuria , Japan surrendered on 15 August 1945, ending the war in Asia and cementing the total victory of the Allies over the Axis.",0
Q12381,when did world war 2 end,S12381,World War II altered the political alignment and social structure of the world.,0
Q12382,when did world war 2 end,S12382,The United Nations (UN) was established to foster international cooperation and prevent future conflicts.,0
Q12383,when did world war 2 end,S12383,"The great powers that were the victors of the war—the United States, the Soviet Union, China, the United Kingdom, and France—became the permanent members of the United Nations Security Council .",0
Q12384,when did world war 2 end,S12384,"The Soviet Union and the United States emerged as rival superpowers, setting the stage for the Cold War , which lasted for the next 46 years.",0
Q12385,when did world war 2 end,S12385,"Meanwhile, the influence of European great powers started to decline, while the decolonisation of Asia and Africa began.",0
Q12386,when did world war 2 end,S12386,Most countries whose industries had been damaged moved towards economic recovery .,0
Q12387,when did world war 2 end,S12387,"Political integration, especially in Europe , emerged as an effort to stabilise postwar relations and fight more effectively in the Cold War.",0
Q12388,what is a llc company?,S12388,A limited liability company (LLC) is a flexible form of enterprise that blends elements of partnership and corporate structures.,1
Q12389,what is a llc company?,S12389,"Note than an LLC is not a corporation, and calling an LLC a corporation is technically incorrect.",0
Q12390,what is a llc company?,S12390,An LLC is a legal form of company that provides limited liability to its owners in the vast majority of United States jurisdictions.,1
Q12391,what is a llc company?,S12391,LLCs do not need to be organized for profit.,0
Q12392,what are k cups,S12392,Five K-Cups,0
Q12393,what are k cups,S12393,"The inside of a used K-Cup, with the top foil and the used coffee grounds removed.",0
Q12394,what are k cups,S12394,This shows the filter inside the K-Cup.,0
Q12395,what are k cups,S12395,"K-Cup portion packs are used with Keurig or other single cup brewing systems to brew a cup of coffee , tea , or hot chocolate .",1
Q12396,what are k cups,S12396,Each K-Cup is a plastic container with a coffee filter inside.,0
Q12397,what are k cups,S12397,Ground coffee beans are packed in the K-Cup and sealed air-tight with a combination plastic and foil lid.,0
Q12398,what are k cups,S12398,"When the K-Cup is placed in a Keurig brewer, the brewer punctures the foil lid and the bottom of the K-Cup and forces hot water under pressure through the K-Cup and into a mug.",0
Q12399,what are k cups,S12399,"Keurig licenses its K-Cup technology to coffee roasters and tea makers such as Green Mountain Coffee Roasters , Diedrich/ Gloria Jeans , Timothy's World Coffee , Van Houtte , Caribou Coffee , Celestial Seasonings , Bigelow Tea Company , Twinings , Tully's , Coffee People and Newman's Own .",0
Q12400,what are k cups,S12400,Keurig's patents on the original K-Cup design expired in September 2012.,0
Q12401,what are k cups,S12401,"Keurig holds at least one additional, still-active US patent and another patent application, detailing improvements that have subsequently been incorporated in their K-Cup design.",0
Q12402,what is a chronograph watch,S12402,"Electa Pocket Chronograph (ca. 1890s) manufactured by the Gallet Watch Company in La Chaux-de-Fonds, Switzerland.",0
Q12403,what is a chronograph watch,S12403,"Gallet MultiChron Astronomic (ca. 1959)—complex mechanical chronograph with 12 hour recoding capabilities, automatic day, date, month, and moon phase display",0
Q12404,what is a chronograph watch,S12404,A modern Seiko quartz wristwatch using the chronograph function (movement 7T92).,0
Q12405,what is a chronograph watch,S12405,"Citizen Atessa Eco-Drive ATV53-3023 analog-digital chronograph with 4 area Radio Controlled reception (North America, Europe, China, Japan).",0
Q12406,what is a chronograph watch,S12406,A chronograph is a specific type of watch that is used as a stopwatch combined with a display watch.,1
Q12407,what is a chronograph watch,S12407,"A basic chronograph has an independent sweep second hand; it can be started, stopped, and returned to zero by successive pressure on the stem.",0
Q12408,what is a chronograph watch,S12408,Louis Moinet invented the chronograph in 1816,0
Q12409,what is a PCI port used for,S12409,"Conventional PCI (PCI is an initialism formed from Peripheral Component Interconnect, part of the PCI Local Bus standard and often shortened to just PCI) is a local computer bus for attaching hardware devices in a computer .",1
